Addr: 2 ; Command: 1 ; Pressure: 0,1722565 kPa ; Time: 22:29:42.345 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1716156 kPa ; Time: 22:31:28.770 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1710052 kPa ; Time: 22:31:29.779 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1722107 kPa ; Time: 22:31:30.788 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1740189 kPa ; Time: 22:31:31.779 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1740189 kPa ; Time: 22:31:32.777 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1734467 kPa ; Time: 22:31:33.839 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1728668 kPa ; Time: 22:31:34.807 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1709595 kPa ; Time: 22:31:35.807 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1716309 kPa ; Time: 22:31:36.836 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1704330 kPa ; Time: 22:31:37.836 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1686554 kPa ; Time: 22:31:38.834 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1686478 kPa ; Time: 22:31:39.830 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1686707 kPa ; Time: 22:31:40.847 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1668777 kPa ; Time: 22:31:41.863 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1675415 kPa ; Time: 22:31:42.862 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1680832 kPa ; Time: 22:31:43.877 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1686554 kPa ; Time: 22:31:44.898 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1716003 kPa ; Time: 22:31:45.895 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1728821 kPa ; Time: 22:31:46.912 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1734314 kPa ; Time: 22:31:47.913 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1763000 kPa ; Time: 22:31:48.914 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1775742 kPa ; Time: 22:31:49.911 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1757660 kPa ; Time: 22:31:50.931 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1751175 kPa ; Time: 22:31:51.927 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1728668 kPa ; Time: 22:31:52.926 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1686478 kPa ; Time: 22:31:53.954 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1692963 kPa ; Time: 22:31:54.941 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1686478 kPa ; Time: 22:31:55.958 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1680832 kPa ; Time: 22:31:56.956 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1680832 kPa ; Time: 22:31:57.974 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1686554 kPa ; Time: 22:31:58.960 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1686554 kPa ; Time: 22:31:59.962 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1693115 kPa ; Time: 22:32:00.963 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1698608 kPa ; Time: 22:32:01.962 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1692963 kPa ; Time: 22:32:02.952 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1692810 kPa ; Time: 22:32:03.968 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1668472 kPa ; Time: 22:32:04.966 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1692963 kPa ; Time: 22:32:05.968 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1686478 kPa ; Time: 22:32:06.986 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1709595 kPa ; Time: 22:32:07.984 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1692581 kPa ; Time: 22:32:08.998 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1703873 kPa ; Time: 22:32:09.999 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1680679 kPa ; Time: 22:32:11.034 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1686172 kPa ; Time: 22:32:12.015 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1698303 kPa ; Time: 22:32:13.012 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1686172 kPa ; Time: 22:32:14.032 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1698227 kPa ; Time: 22:32:15.036 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1715622 kPa ; Time: 22:32:16.030 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1703568 kPa ; Time: 22:32:17.036 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1715317 kPa ; Time: 22:32:18.041 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1703491 kPa ; Time: 22:32:19.041 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1685867 kPa ; Time: 22:32:20.052 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1667786 kPa ; Time: 22:32:21.058 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1674805 kPa ; Time: 22:32:22.042 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1674881 kPa ; Time: 22:32:23.050 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1674728 kPa ; Time: 22:32:24.053 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1680450 kPa ; Time: 22:32:25.069 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1704025 kPa ; Time: 22:32:26.075 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1715775 kPa ; Time: 22:32:27.084 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1728287 kPa ; Time: 22:32:28.130 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1715622 kPa ; Time: 22:32:29.119 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1709213 kPa ; Time: 22:32:30.110 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1709213 kPa ; Time: 22:32:31.113 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1715469 kPa ; Time: 22:32:32.128 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1715469 kPa ; Time: 22:32:33.129 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1715469 kPa ; Time: 22:32:34.129 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1727829 kPa ; Time: 22:32:35.129 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1721039 kPa ; Time: 22:32:36.130 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1727829 kPa ; Time: 22:32:37.146 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1727829 kPa ; Time: 22:32:38.162 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1744919 kPa ; Time: 22:32:39.161 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1739349 kPa ; Time: 22:32:40.152 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1728058 kPa ; Time: 22:32:41.168 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1720963 kPa ; Time: 22:32:42.156 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1733475 kPa ; Time: 22:32:43.163 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1744690 kPa ; Time: 22:32:44.192 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1762238 kPa ; Time: 22:32:45.207 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1775055 kPa ; Time: 22:32:46.176 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1767960 kPa ; Time: 22:32:47.176 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1774902 kPa ; Time: 22:32:48.197 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1762238 kPa ; Time: 22:32:49.214 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1774902 kPa ; Time: 22:32:50.198 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1767883 kPa ; Time: 22:32:51.188 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1739197 kPa ; Time: 22:32:52.200 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1733475 kPa ; Time: 22:32:53.207 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1720734 kPa ; Time: 22:32:54.204 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1715012 kPa ; Time: 22:32:55.204 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1715240 kPa ; Time: 22:32:56.205 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1733398 kPa ; Time: 22:32:57.225 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1739120 kPa ; Time: 22:32:58.230 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1756592 kPa ; Time: 22:32:59.236 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1744690 kPa ; Time: 22:33:00.265 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1750336 kPa ; Time: 22:33:01.250 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1739044 kPa ; Time: 22:33:02.297 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1744766 kPa ; Time: 22:33:03.276 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1750259 kPa ; Time: 22:33:04.315 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1744614 kPa ; Time: 22:33:05.288 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1733322 kPa ; Time: 22:33:06.288 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1720810 kPa ; Time: 22:33:07.295 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1720734 kPa ; Time: 22:33:08.291 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1715240 kPa ; Time: 22:33:09.292 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1733246 kPa ; Time: 22:33:10.299 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1738663 kPa ; Time: 22:33:11.303 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1738663 kPa ; Time: 22:33:12.322 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1720352 kPa ; Time: 22:33:13.318 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1744232 kPa ; Time: 22:33:14.349 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1749802 kPa ; Time: 22:33:15.345 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1755981 kPa ; Time: 22:33:16.346 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1738663 kPa ; Time: 22:33:17.326 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1691666 kPa ; Time: 22:33:18.349 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1703033 kPa ; Time: 22:33:19.349 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1697083 kPa ; Time: 22:33:20.353 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1697083 kPa ; Time: 22:33:21.347 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1661453 kPa ; Time: 22:33:22.377 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1666946 kPa ; Time: 22:33:23.371 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1673813 kPa ; Time: 22:33:24.377 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1684952 kPa ; Time: 22:33:25.396 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1691360 kPa ; Time: 22:33:26.409 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1691284 kPa ; Time: 22:33:27.414 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1697006 kPa ; Time: 22:33:28.418 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1708145 kPa ; Time: 22:33:29.433 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1707993 kPa ; Time: 22:33:30.440 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1714554 kPa ; Time: 22:33:31.419 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1714401 kPa ; Time: 22:33:32.419 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1727142 kPa ; Time: 22:33:33.422 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1714401 kPa ; Time: 22:33:34.423 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1732712 kPa ; Time: 22:33:35.417 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1727142 kPa ; Time: 22:33:36.416 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1727142 kPa ; Time: 22:33:37.418 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: 0,1732712 kPa ; Time: 22:33:38.421 ; Date: 27.11.2020
